Crime_ID,City,Date,Time,Crime_Type,Location,Latitude,Longitude,Crime_Severity,Police_Response_Time_Minutes,Resolved,Suspect_Arrested,Ride_ID,Ride_Date,Ride_Time,Pickup_Location,Drop_Location,Ride_Duration_Minutes,Distance_KM,Ride_Fare_INR,Ride_Surge_Pricing_Factor,Driver_Rating,Ride_Cancellation_Status,Weather_Temperature_C,Weather_Rainfall_mm,Weather_Visibility_KM,Weather_Humidity_%,Weather_Wind_Speed_KMH,Weather_Condition,Traffic_Congestion_Level,Traffic_Avg_Speed_KMH,Road_Accidents_Reported,Nearby_CCTV_Cameras,Uber_Ola_Route_Overlap,Public_Complaints,Time_of_Day,Passenger_Gender,Num_Police_Stations_Nearby
714,Mumbai,21-03-2024,14:36,Harassment,Colaba,25.65073985,72.11079543,10,8,1,1,34989,11-02-2023,17:12,Dwarka,Lajpat Nagar,115,6.626433867,206.6960828,2,2.3,Cancelled,38.0176895,30,6.327111392,86,46,Foggy,4,53.12232048,1,5,1,6,Morning,Female,3
715,Mumbai,18-10-2024,16:02,Burglary,Juhu,26.55003267,72.37185022,9,14,1,1,91491,02-06-2023,20:32,Dwarka,Colaba,114,5.139632095,182.3368157,1.2,3.5,Cancelled,21.31810652,10,9.334986733,61,41,Foggy,6,52.23948132,3,4,0,2,Evening,Male,0
716,Mumbai,21-09-2023,12:52,Harassment,Dwarka,19.20191297,77.32848229,4,59,1,1,50105,22-10-2024,14:45,Bandra,Juhu,5,26.06362635,593.304281,1.2,3.5,Cancelled,10.39010679,5,9.669156893,21,31,Foggy,2,31.24247716,4,0,1,5,Afternoon,Female,0
717,Delhi,19-10-2023,20:47,Assault,Dwarka,22.42955411,77.21322477,8,18,1,1,56369,06-11-2024,02:42,Colaba,Dwarka,93,12.16907433,951.9129875,1.5,4.9,Completed,21.316238,5,9.398177768,38,15,Sunny,1,22.25785372,2,6,1,6,Afternoon,Male,0
718,Mumbai,22-03-2023,13:42,Fraud,Dwarka,26.01604397,74.14362553,1,44,0,1,17102,14-02-2024,07:21,Karol Bagh,Andheri,24,8.120782587,1494.149294,1.2,2.7,Completed,43.48374365,0,7.075791929,38,43,Foggy,6,16.58461559,0,1,0,1,Night,Male,2
719,Mumbai,02-10-2024,00:13,Assault,Saket,19.10279449,77.3463037,8,59,0,0,76545,11-06-2024,11:25,Bandra,Dadar,21,15.63575799,418.4143837,1,3.1,Cancelled,26.8799745,10,5.267392765,65,16,Foggy,1,15.6891698,2,0,0,7,Night,Other,3
720,Mumbai,02-02-2023,18:11,Harassment,Juhu,19.36274638,75.56205045,6,46,0,0,30766,06-06-2023,13:58,Dadar,Lajpat Nagar,53,3.031055215,247.1413207,1.5,1.6,Cancelled,29.94326613,0,3.25661353,68,11,Foggy,4,12.91117159,3,4,1,5,Evening,Female,2
721,Mumbai,07-11-2024,00:40,Harassment,Saket,28.37076781,76.83543388,8,20,1,1,73794,10-12-2024,19:27,Saket,Karol Bagh,26,18.80787311,651.4058402,2,3.2,Completed,36.61502759,30,9.442728833,77,25,Cloudy,6,59.97960362,3,5,0,7,Evening,Female,2
722,Delhi,21-10-2024,10:06,Assault,Colaba,26.52427348,74.56458643,6,23,1,1,98625,05-01-2023,07:42,Dwarka,Andheri,118,8.957708432,261.6643774,2,1.1,Completed,14.02266825,20,5.677479911,56,45,Rainy,6,41.44269999,4,1,0,3,Morning,Male,1
723,Mumbai,21-08-2023,09:58,Theft,Karol Bagh,21.91906706,72.68038996,3,5,0,1,84509,16-05-2024,06:51,Bandra,Lajpat Nagar,37,18.7494996,85.58958677,2,1.6,Cancelled,35.68775884,0,9.95612192,85,41,Foggy,8,22.3017099,1,8,0,7,Evening,Male,2
724,Delhi,10-11-2024,13:51,Theft,Andheri,26.56759124,74.60236238,8,1,1,1,13079,15-12-2023,17:45,Saket,Bandra,30,19.1955046,867.7406355,1.2,1.7,Cancelled,20.42140563,0,9.223774022,44,37,Cloudy,1,21.12929594,0,5,1,9,Night,Female,4
725,Delhi,26-04-2024,00:46,Theft,Juhu,27.71702336,74.74379879,5,45,0,1,96372,17-09-2024,18:22,Bandra,Dwarka,31,24.65827736,1325.380144,2,3.5,Completed,23.58565235,30,4.097901296,53,34,Sunny,1,21.8003919,2,9,1,5,Evening,Female,3
726,Delhi,15-05-2024,14:54,Harassment,Lajpat Nagar,22.37473711,75.30566516,10,46,0,1,22167,13-07-2024,22:56,Connaught Place,Saket,64,8.437333157,1298.232652,1,3.3,Completed,19.43214525,10,8.816207273,95,35,Rainy,8,52.98584772,0,1,1,7,Afternoon,Male,2
727,Delhi,02-12-2023,08:22,Burglary,Karol Bagh,19.39641115,72.63349628,5,2,1,1,77722,19-09-2024,23:34,Saket,Connaught Place,38,14.97700988,196.1434306,1.5,4.2,Completed,15.37409411,20,5.580098004,58,18,Foggy,5,33.22550452,1,1,1,2,Afternoon,Female,2
728,Delhi,14-08-2023,21:22,Harassment,Bandra,29.26057037,77.94841118,7,16,1,1,54279,01-01-2023,13:42,Dwarka,Lajpat Nagar,91,28.93284547,263.8415272,1,2.9,Completed,,20,7.554897085,31,35,Rainy,5,19.93196751,1,2,0,4,Evening,Male,0
729,Delhi,07-08-2024,11:15,Burglary,Juhu,22.79697822,73.46482092,6,5,1,1,19398,19-02-2024,08:04,Connaught Place,Saket,84,22.35949563,762.1254401,2,2.9,Completed,13.31236321,10,5.068911785,67,39,Sunny,3,48.91261388,0,5,1,0,Afternoon,Female,0
730,Mumbai,05-10-2024,08:28,Assault,Bandra,20.1712994,73.19131442,9,22,1,1,71140,15-07-2024,14:41,Colaba,Dwarka,82,29.30962662,583.1889542,1.2,1.6,Completed,39.5672321,30,9.899207861,79,34,Rainy,9,46.26250957,3,7,0,5,Evening,Other,4
731,Delhi,11-12-2024,01:20,Fraud,Saket,24.41042559,75.16081751,7,1,1,1,14518,13-11-2024,17:59,Karol Bagh,Karol Bagh,56,27.96623997,1069.458087,1.2,4,Completed,20.70812231,30,4.289322988,33,9,Cloudy,8,30.71809118,1,0,1,4,Morning,Female,2
732,Delhi,05-07-2024,14:44,Burglary,Lajpat Nagar,27.45314575,75.22324908,3,12,0,1,55452,12-06-2023,04:20,Saket,Karol Bagh,59,19.10096071,767.6644503,2,1,Completed,32.87660614,0,1.410045317,45,5,Cloudy,8,42.88147693,2,1,1,5,Evening,Female,1
733,Delhi,18-09-2024,20:16,Theft,Colaba,21.43812046,74.63892443,5,19,0,1,59456,28-03-2024,21:24,Lajpat Nagar,Colaba,65,9.390049965,79.1713591,2,2.7,Completed,20.38434445,5,8.653162435,20,28,Sunny,3,45.59801756,0,2,0,2,Afternoon,Female,0
734,Mumbai,08-06-2023,05:13,Harassment,Karol Bagh,21.96439055,76.63135288,9,54,1,1,64290,21-08-2023,01:44,Juhu,Colaba,54,23.19387639,,2,1.8,Completed,17.37464146,5,7.683304047,29,29,Foggy,9,7.724097623,1,2,0,4,Night,Male,0
735,Mumbai,09-02-2024,17:49,Assault,Bandra,21.66986485,75.0999264,10,22,1,1,46222,05-08-2023,03:38,Dadar,Colaba,109,21.54733888,1357.163213,1.2,4.1,Completed,34.97799844,30,1.698734446,54,35,Rainy,5,53.15403065,3,4,0,7,Night,Other,3
736,Delhi,05-04-2024,17:41,Theft,Dwarka,29.90840358,75.65817273,2,55,1,1,16082,05-07-2024,19:47,Karol Bagh,Dadar,67,18.48892337,791.687799,1,3.7,Completed,31.84013372,10,5.295737803,98,14,Rainy,1,20.78427353,0,6,0,5,Evening,Male,2
737,Mumbai,10-01-2023,10:47,Assault,Dwarka,21.17144107,76.34247831,1,42,1,1,32111,12-07-2024,18:07,Karol Bagh,Andheri,68,21.5392184,1207.02569,1.5,3.8,Completed,17.63367259,10,6.946998456,72,21,Sunny,2,58.96070144,3,5,0,3,Afternoon,Female,0
738,Delhi,14-10-2024,12:48,Fraud,Lajpat Nagar,25.33072239,72.15015061,,44,0,1,29939,13-05-2023,23:27,Dwarka,Juhu,18,19.18041961,633.329344,2,1.6,Completed,31.42336519,5,4.393195484,64,38,Foggy,7,54.95144326,2,6,1,1,Evening,Female,2
739,Delhi,27-03-2023,11:49,Harassment,Karol Bagh,29.17791106,75.4238651,8,51,1,1,61826,01-08-2023,04:16,Saket,Colaba,113,16.54261265,1031.597289,1,3.7,Completed,10.17505872,10,9.132510127,27,32,Sunny,1,6.061305279,4,0,1,0,Evening,Other,1
740,Mumbai,24-10-2024,05:54,Harassment,Karol Bagh,20.61586226,77.30516683,2,48,1,1,62582,10-02-2023,13:59,Dadar,Juhu,94,13.64675349,295.054665,1,3.8,Completed,16.19201123,10,9.460005635,21,27,Rainy,2,39.15120636,0,6,0,2,Afternoon,Female,4
741,Delhi,25-04-2024,15:54,Fraud,Bandra,29.67939618,72.10433246,8,17,1,0,58819,27-02-2024,19:19,Dadar,Juhu,114,3.251834488,1117.973237,1,1,Completed,35.47138924,20,8.750648689,39,23,Sunny,5,58.08137804,2,3,0,0,Evening,Male,3
742,Mumbai,17-08-2023,02:21,Harassment,Andheri,29.42224958,74.43109262,5,13,1,0,83076,27-01-2023,20:30,Connaught Place,Connaught Place,55,26.23926173,1190.542517,2,2.3,Completed,24.35527333,10,5.542586225,60,32,Sunny,5,36.07340289,3,9,1,6,Night,Female,1
743,Mumbai,10-08-2024,11:39,Burglary,Connaught Place,28.73029186,77.5573647,2,39,1,0,29533,21-09-2024,13:45,Connaught Place,Juhu,117,26.23513631,180.7033757,1.2,1.3,Completed,17.12701104,20,4.808821889,48,43,Foggy,6,38.85974098,3,4,1,2,Night,Other,2
744,Delhi,03-01-2024,17:47,Assault,Andheri,21.36012173,74.11892641,7,28,1,1,57430,09-03-2024,05:37,Colaba,Andheri,31,18.63332496,315.8005774,1,3.7,Completed,27.7070732,20,6.057803195,82,24,Cloudy,6,56.20392253,3,5,1,7,Evening,Female,2
745,Delhi,15-09-2024,07:20,Theft,Bandra,25.97460562,74.75237295,7,59,1,0,13347,17-12-2023,06:25,Lajpat Nagar,Dwarka,44,9.500760544,721.1894467,1,1.8,Completed,26.28259504,5,5.412023194,21,17,Rainy,9,36.50187509,0,9,0,1,Evening,Other,2
746,Mumbai,19-04-2023,09:06,Fraud,Dwarka,27.3698062,77.88924836,3,3,1,0,58479,01-02-2024,21:59,Connaught Place,Colaba,72,2.787669233,974.2832678,1,2.1,Completed,32.18777024,20,1.437814515,59,16,Sunny,7,18.44161321,2,2,1,6,Morning,Other,0
747,Delhi,02-01-2024,23:05,Burglary,Bandra,29.84630721,73.19594315,1,5,0,1,13949,27-11-2023,17:18,Dadar,Karol Bagh,13,2.040006517,974.3624351,1.5,1.3,Completed,12.5388412,30,7.986609566,60,49,Foggy,8,30.31587295,3,4,1,0,Night,Male,4
748,Delhi,20-08-2024,20:25,Theft,Lajpat Nagar,20.98466204,72.39153113,4,36,1,1,26888,18-07-2024,04:27,Connaught Place,Dwarka,60,4.041406912,1018.894322,1,2.9,Completed,38.67723707,0,9.440042872,63,19,Cloudy,5,24.24966547,3,2,1,3,Afternoon,Male,3
749,Delhi,18-05-2024,10:39,Theft,Bandra,27.42628489,77.15653555,2,15,1,1,83301,09-11-2023,16:55,Colaba,Juhu,95,12.07681714,1085.902108,1,1.1,Completed,12.03968726,20,5.161065755,70,8,Rainy,9,14.19164567,4,7,1,9,Night,Other,4
750,Mumbai,14-02-2023,15:40,Fraud,Colaba,22.72681287,77.21079205,4,17,1,0,40084,05-08-2023,11:53,Connaught Place,Dadar,111,7.275086488,783.3616247,1.2,4.4,Completed,25.88493461,30,1.084740888,98,37,Foggy,2,16.77645165,2,6,0,7,Evening,Male,2
751,Mumbai,24-05-2023,05:48,Burglary,Dadar,20.93189112,74.83246701,8,44,0,1,46174,16-01-2023,03:31,Connaught Place,Lajpat Nagar,43,9.421626398,883.5404594,1,1.1,Completed,34.86655583,30,3.566939773,72,40,Foggy,7,8.360088451,2,1,0,7,Morning,Male,0
752,Delhi,12-07-2024,12:12,Theft,Dadar,23.63514635,75.08524305,2,55,0,1,62669,07-03-2024,18:29,Dadar,Juhu,19,21.59049056,62.18889402,1,1.2,Cancelled,22.06838621,10,1.664646741,87,32,Foggy,2,14.28146577,4,6,1,2,Afternoon,Other,4
753,Mumbai,02-07-2023,08:54,Theft,Colaba,27.73219503,77.01483822,1,46,0,1,73996,12-02-2023,06:27,Dadar,Dadar,93,28.85619368,291.5710227,2,3.6,Completed,41.85414855,30,9.813874942,32,48,Rainy,8,19.26070653,3,7,1,1,Morning,Other,0
754,Mumbai,18-06-2023,22:31,Burglary,Colaba,24.11334784,76.43135699,3,29,1,1,53664,08-03-2023,15:36,Bandra,Juhu,22,7.789723605,772.917861,1.2,4.7,Completed,36.43311497,10,1.800677642,47,25,Rainy,5,46.70700038,1,4,1,7,Morning,Female,0
755,Mumbai,13-02-2024,11:21,Harassment,Juhu,24.9127541,73.59089401,10,4,0,1,57634,05-09-2023,23:53,Bandra,Juhu,56,15.03803016,1131.109934,1,4.6,Completed,24.91168227,30,1.26567519,59,10,Foggy,8,25.12924972,3,3,0,2,Night,Male,1
756,Mumbai,09-09-2024,14:57,Theft,Saket,29.94675351,72.10136013,7,32,1,1,80793,18-03-2023,19:56,Dadar,Connaught Place,65,29.76142324,1222.941105,1,1.3,Completed,16.43392378,5,5.458356519,40,7,Rainy,5,43.003133,1,9,0,7,Evening,Female,0
757,Mumbai,04-03-2023,11:48,Assault,Lajpat Nagar,23.3902023,74.87820098,6,49,1,1,48291,01-05-2023,01:05,Colaba,Connaught Place,98,28.08688315,1106.968354,1.5,2.2,Cancelled,11.5203618,5,1.117658763,98,32,Cloudy,3,59.78862679,3,9,1,7,Morning,Other,3
758,Delhi,26-06-2024,05:10,Burglary,Saket,25.7694083,77.15347396,6,43,1,1,19910,11-08-2024,00:08,Connaught Place,Colaba,41,11.86485648,755.2839488,1.5,3.1,Cancelled,38.05825146,5,6.523397148,81,42,Cloudy,3,36.99536192,2,0,1,4,Evening,Male,2
759,Delhi,12-09-2024,10:01,Theft,Connaught Place,23.01768622,77.37500806,7,38,1,0,40604,07-09-2023,20:59,Dwarka,Colaba,84,10.95129331,457.8524444,1,1.1,Completed,16.7995986,5,8.756016059,52,16,Foggy,6,38.77757739,2,9,0,8,Night,Other,2
760,Delhi,20-04-2023,03:12,Fraud,Bandra,23.32064211,77.73735718,8,4,1,0,30883,19-10-2024,15:52,Bandra,Dadar,57,8.780777929,694.8384324,1.5,3.1,Completed,19.4385961,5,2.878757373,72,35,Cloudy,7,35.37147067,1,5,0,6,Afternoon,Female,4
761,Mumbai,02-09-2024,18:19,Assault,Bandra,26.65204829,77.27737943,3,13,1,1,63726,01-01-2024,02:38,Connaught Place,Karol Bagh,16,6.351279795,63.47760223,1,2.8,Cancelled,10.36324271,30,9.307981844,95,49,Foggy,7,26.75284899,0,0,1,9,Night,Female,0
762,Mumbai,05-01-2023,16:44,Theft,Andheri,29.31675674,75.48026133,3,20,1,1,66017,02-02-2024,01:43,Saket,Andheri,85,14.88145822,917.0412114,2,3.4,Completed,10.63794097,20,6.637875632,49,45,Sunny,3,15.21611152,0,9,0,6,Morning,Male,2
763,Delhi,17-08-2024,20:35,Assault,Saket,24.96594846,74.6676336,10,47,0,1,99647,20-08-2024,19:20,Dadar,Juhu,29,11.55137438,158.122011,1.5,4.7,Completed,18.0646452,20,2.043875062,87,27,Rainy,2,58.76299216,3,4,0,9,Morning,Female,4
764,Mumbai,20-03-2024,09:48,Assault,Dwarka,27.45239922,76.64909908,8,18,1,1,47083,12-04-2023,23:47,Dwarka,Connaught Place,83,22.85545263,260.8156376,2,2.1,Completed,40.55039702,20,6.622052587,58,8,Foggy,5,31.28820877,4,7,0,4,Night,Male,2
765,Delhi,20-06-2023,17:34,Harassment,Saket,19.98127215,76.43892981,7,49,1,1,64467,04-12-2023,21:55,Colaba,Saket,29,8.632262107,957.6660997,1,3.6,Completed,37.3288067,5,1.191326216,30,41,Foggy,3,56.47360784,3,5,1,3,Morning,Female,0
766,Delhi,13-03-2024,05:25,Assault,Dadar,21.32273841,75.22886058,10,51,1,0,23271,22-06-2023,04:53,Andheri,Juhu,25,22.61730269,69.3555749,1.5,2.7,Cancelled,36.94555903,5,3.820555942,97,26,Sunny,7,19.29044924,1,6,0,3,Morning,Female,1
767,Delhi,11-10-2024,19:44,Harassment,Lajpat Nagar,24.52344805,72.52396424,5,42,1,1,63931,07-06-2023,00:12,Juhu,Karol Bagh,87,10.06810441,881.6552333,1,2.7,Cancelled,38.9462171,30,0.651744295,34,47,Cloudy,3,10.96995876,1,9,1,5,Evening,Female,2
768,Mumbai,19-12-2024,02:12,Burglary,Colaba,19.22012896,77.55648808,4,37,1,1,74456,05-08-2024,17:42,Colaba,Dadar,92,18.59640597,975.6511266,1.2,3.6,Cancelled,16.53147491,20,4.694912325,68,9,Cloudy,8,40.02816499,2,2,0,2,Evening,Male,1
769,Mumbai,27-08-2024,02:05,Harassment,Dwarka,21.78140477,74.73361523,6,12,1,0,48574,17-11-2023,14:10,Colaba,Saket,11,19.8760427,1192.99877,2,4.8,Completed,44.26728513,10,8.404129147,53,16,Sunny,7,51.82360212,3,8,1,1,Night,Other,3
770,Delhi,11-06-2023,22:38,Fraud,Dadar,24.69141419,74.18000269,9,25,1,1,61121,26-01-2023,03:58,Colaba,Connaught Place,80,20.80987991,148.6442655,1.2,4.5,Completed,18.12674213,5,7.124527331,88,41,Cloudy,8,41.42172893,4,5,1,0,Afternoon,Male,3
771,Delhi,19-07-2023,21:25,Theft,Saket,19.16457318,75.77740437,6,30,1,0,37679,04-05-2024,04:07,Dadar,Dwarka,53,6.909491609,54.25091192,2,3.6,Cancelled,15.24754478,0,2.388446893,84,18,Foggy,1,45.85575407,3,1,0,8,Afternoon,Other,3
772,Delhi,28-12-2024,08:09,Burglary,Dadar,21.91000915,76.04302777,8,15,0,1,86794,18-08-2024,11:40,Dadar,Lajpat Nagar,43,9.915918352,1161.943946,1,2.8,Completed,20.31256428,0,2.235500588,29,34,Cloudy,7,38.46343465,3,3,1,6,Afternoon,Male,4
773,Delhi,16-10-2023,22:21,Burglary,Lajpat Nagar,24.65433901,73.2641275,1,55,0,0,11759,25-10-2023,02:36,Connaught Place,Connaught Place,79,8.891239191,470.5781248,1.5,2.7,Completed,28.56586698,0,7.189825342,98,27,Cloudy,4,46.05034108,3,6,1,2,Evening,Male,3
774,Mumbai,26-11-2024,17:22,Fraud,Dwarka,25.30464173,77.02163307,6,36,1,1,65718,08-09-2024,01:40,Juhu,Lajpat Nagar,101,18.13249151,1336.447571,1.2,4.1,Completed,14.35507171,30,6.829056646,61,38,Cloudy,9,23.94631323,0,4,0,3,Night,Other,0
775,Mumbai,02-12-2023,12:08,Harassment,Dadar,29.18326862,73.73962256,2,8,1,0,38628,18-03-2023,08:57,Saket,Colaba,53,4.120899264,318.2044615,1.5,1.9,Completed,35.85173582,10,1.851225352,55,41,Foggy,4,26.42059906,4,9,0,2,Morning,Female,4
776,Delhi,17-03-2024,12:06,Theft,Juhu,26.09880186,73.12010356,3,28,0,0,39675,01-02-2023,11:46,Dadar,Dadar,93,16.5111806,898.9833453,1.5,3.4,Cancelled,23.00343412,5,6.884852788,64,26,Sunny,4,47.914128,3,8,0,3,Night,Female,0
777,Delhi,27-03-2024,23:52,Harassment,Saket,23.56209383,74.43839912,6,52,1,1,28665,20-02-2024,12:10,Saket,Lajpat Nagar,107,4.449077558,208.6440133,1.2,3,Completed,29.89457875,30,7.917109917,99,7,Sunny,3,49.08081044,0,4,0,4,Night,Other,0
778,Mumbai,19-01-2023,09:39,Assault,Colaba,29.23386295,76.38336049,2,22,1,1,72268,11-12-2024,09:52,Bandra,Connaught Place,38,11.43756772,633.9007152,1.2,3.6,Completed,35.69826083,20,7.779918714,29,24,Rainy,1,9.541799532,3,2,0,4,Evening,Female,0
779,Mumbai,01-04-2023,18:05,Harassment,Connaught Place,27.63371282,77.79274907,4,49,1,1,21226,03-05-2023,23:17,Dadar,Bandra,79,21.2277706,,1.5,1.7,Completed,41.56628117,20,4.353193294,33,32,Sunny,3,5.931786721,4,7,1,4,Evening,Female,4
780,Delhi,14-06-2024,10:14,Burglary,Dadar,21.20009813,76.85568759,6,38,1,1,57982,26-03-2024,13:44,Saket,Dadar,20,13.55179354,932.1038872,1,3.8,Completed,38.67714384,5,8.234361561,88,22,Rainy,5,41.6589614,2,0,1,1,Afternoon,Female,1
781,Delhi,23-07-2023,14:52,Theft,Karol Bagh,20.43926597,77.64209027,5,16,1,1,27507,09-11-2023,05:09,Saket,Lajpat Nagar,100,9.849571503,1049.944702,1.2,3.5,Completed,28.81140361,5,4.203217058,37,11,Cloudy,1,9.643868579,0,7,1,5,Afternoon,Female,0
782,Delhi,17-07-2023,01:15,Harassment,Dadar,26.43392799,72.84363482,6,58,1,1,81367,18-08-2024,01:06,Andheri,Connaught Place,19,19.24400093,377.6569791,1,1.7,Completed,44.69105134,0,6.634271642,73,38,Sunny,2,14.42719876,1,1,0,3,Afternoon,Female,0
783,Mumbai,24-12-2024,17:09,Theft,Lajpat Nagar,25.15871482,72.42706079,6,5,1,1,11234,10-08-2024,12:21,Bandra,Colaba,44,22.72753515,1387.988835,1,2.8,Cancelled,28.54087158,10,7.722992637,27,47,Cloudy,1,15.84661896,1,3,0,9,Night,Female,0
784,Mumbai,05-12-2023,21:17,Theft,Saket,27.68640975,75.34622857,8,46,1,1,66028,02-09-2023,13:26,Dwarka,Saket,83,9.128378174,954.0495385,1.2,3.7,Completed,28.75902554,0,7.677036499,79,16,Cloudy,8,33.01357673,0,7,1,9,Evening,Other,1
785,Mumbai,11-09-2023,00:31,Assault,Connaught Place,27.12685555,73.7417849,9,34,1,1,15956,21-02-2023,06:40,Andheri,Dadar,11,10.38319723,203.5339521,1,4.6,Completed,15.54708683,10,3.796160761,32,38,Cloudy,9,16.06127734,1,7,0,2,Night,Female,3
786,Delhi,13-09-2024,07:53,Assault,Colaba,25.87732687,76.96832984,5,49,1,1,59826,13-01-2023,07:38,Karol Bagh,Lajpat Nagar,105,19.92822967,72.55075936,2,1.5,Completed,,30,5.922732581,30,25,Foggy,7,14.94847171,1,9,0,3,Morning,Male,3
787,Delhi,15-03-2024,22:14,Burglary,Lajpat Nagar,29.85020389,76.03192723,6,38,1,1,28689,16-06-2023,06:43,Juhu,Lajpat Nagar,44,29.02625129,730.8764895,1,1,Completed,15.90453942,30,6.332450976,22,41,Rainy,1,5.585420587,1,4,0,2,Afternoon,Female,2
788,Mumbai,12-09-2024,07:56,Fraud,Bandra,24.86948703,77.82436898,6,11,1,1,76804,08-11-2023,11:02,Andheri,Dwarka,70,7.988403027,124.2570987,1,1.7,Completed,30.71374763,10,2.731058404,35,42,Rainy,4,47.15997579,4,5,0,4,Evening,Male,4
789,Mumbai,16-10-2024,07:28,Theft,Bandra,20.24416332,73.52875413,6,2,1,1,31481,19-09-2024,16:09,Lajpat Nagar,Dwarka,74,20.3189338,,1,5,Completed,24.53101697,30,0.577874374,91,38,Foggy,8,12.47346016,1,4,0,9,Morning,Male,4
790,Delhi,09-04-2023,20:51,Fraud,Dadar,28.11100921,74.91470469,2,25,1,1,95141,05-11-2023,09:12,Juhu,Juhu,104,27.38451555,569.649158,1.5,4.1,Cancelled,23.50595756,10,1.443201162,76,19,Cloudy,9,36.28178827,2,5,0,3,Afternoon,Male,1
791,Mumbai,10-04-2024,06:09,Burglary,Karol Bagh,21.77038699,75.00744286,4,25,1,1,96639,27-04-2023,23:08,Bandra,Bandra,107,14.93506942,482.4371649,1,3.5,Completed,14.46454024,30,0.828537704,32,34,Foggy,4,21.48350258,4,8,1,6,Afternoon,Male,1
792,Mumbai,07-12-2024,00:18,Theft,Colaba,27.55032363,73.43506077,1,1,1,1,14194,08-05-2024,12:08,Colaba,Dadar,106,10.87163834,653.9912989,1,1.5,Completed,23.33815741,20,3.337151332,68,13,Sunny,2,15.06434242,0,2,1,2,Afternoon,Female,1
793,Delhi,16-06-2024,07:01,Theft,Colaba,29.52817806,75.5405604,1,31,1,0,38370,19-10-2024,10:15,Karol Bagh,Colaba,96,20.67238983,643.8787913,1,2.7,Completed,23.22964554,5,3.596475419,54,22,Rainy,2,24.07700216,3,7,1,2,Night,Male,2
794,Mumbai,26-09-2024,19:30,Fraud,Andheri,26.66475065,74.65971592,1,5,1,1,20251,27-06-2023,21:34,Bandra,Juhu,26,2.880090581,395.8152497,1,3.9,Completed,31.72850318,30,8.726917453,64,21,Cloudy,4,19.16058181,0,6,0,5,Evening,Male,3
795,Delhi,04-05-2024,14:26,Harassment,Saket,25.55633177,74.68032934,7,40,1,1,73356,11-09-2024,02:17,Dwarka,Dadar,105,12.08449541,183.1506139,1.5,4.6,Completed,23.59433947,30,1.686829374,27,24,Cloudy,8,28.82829571,4,4,0,9,Morning,Other,4
796,Delhi,27-07-2024,17:35,Assault,Andheri,24.06424793,74.17641989,1,4,1,1,93169,26-08-2024,00:15,Karol Bagh,Dwarka,63,9.223272751,207.5085593,1.5,2.5,Completed,24.6566705,20,2.258364633,61,6,Cloudy,6,42.95899857,1,0,1,7,Evening,Other,2
797,Delhi,10-03-2024,18:12,Harassment,Bandra,23.00850853,72.10157611,6,51,1,0,14029,19-10-2024,01:41,Connaught Place,Saket,9,8.289407678,918.8236124,1.5,5,Completed,19.53900357,0,6.390255315,98,40,Cloudy,8,7.800933305,3,9,1,9,Afternoon,Male,0
798,Delhi,23-05-2023,13:11,Fraud,Juhu,22.88305226,75.13257142,2,5,0,1,78396,25-12-2024,15:20,Lajpat Nagar,Andheri,22,7.033259379,625.4108249,1.2,1.6,Completed,14.60263692,20,4.956936966,82,6,Foggy,2,15.07918609,3,9,0,4,Night,Female,3
799,Delhi,15-06-2023,16:37,Assault,Dadar,26.00009976,74.01148701,6,5,0,1,79049,25-09-2023,10:54,Andheri,Karol Bagh,15,22.63777244,1358.560312,1.2,2.5,Cancelled,20.50038099,30,9.93595564,90,36,Rainy,3,9.415037045,3,1,1,1,Evening,Female,2
800,Delhi,16-12-2024,12:40,Harassment,Lajpat Nagar,27.26400429,72.00791921,6,56,1,1,45987,19-03-2024,19:48,Saket,Andheri,12,28.74279427,722.4182302,1.5,4.5,Completed,11.49678691,20,7.738633837,20,49,Rainy,6,58.22969338,4,6,0,4,Evening,Female,3
801,Delhi,27-04-2023,18:56,Assault,Dwarka,26.46368776,73.84766225,3,16,0,0,51138,20-07-2023,16:53,Karol Bagh,Andheri,24,12.77357807,780.0627848,1.2,3.6,Completed,17.1298489,20,3.068231042,78,29,Sunny,1,36.56534267,0,3,1,0,Morning,Other,0
802,Mumbai,23-09-2024,12:47,Theft,Dadar,21.18251111,73.67177,8,54,1,0,80466,21-10-2024,09:04,Colaba,Lajpat Nagar,79,3.374892593,1395.955223,1.5,4.2,Completed,21.37333585,20,7.354600289,96,24,Rainy,6,50.11879915,2,9,1,8,Night,Female,4
803,Delhi,04-03-2024,08:45,Harassment,Juhu,24.43385898,74.36068892,4,18,0,1,14677,10-12-2023,21:17,Juhu,Andheri,63,22.12953078,777.3790723,1,4.6,Completed,15.09762022,10,2.669213119,80,5,Sunny,6,19.6670531,3,6,1,1,Evening,Female,0
804,Delhi,02-04-2023,11:51,Assault,Andheri,27.70804079,72.79111194,7,43,1,0,15472,17-03-2024,05:03,Saket,Connaught Place,95,17.06972136,777.8738675,1.5,3,Completed,33.27393794,20,6.975030299,68,28,Cloudy,1,54.24698277,0,7,1,2,Afternoon,Other,2
805,Mumbai,08-11-2023,08:27,Assault,Dadar,24.23274486,75.04610295,4,17,1,1,49476,13-01-2024,04:56,Dwarka,Colaba,97,22.26204919,576.5863214,1.5,1.9,Completed,19.82677599,20,0.846972873,38,28,Rainy,3,39.5941569,0,2,0,9,Night,Other,0
